ts_code,circ_mv,total_mv,turnover_rate,pe_ttm
688151.SH,691756.0,691756.0,0.5786,146.2424
603768.SH,282691.5581,282691.5581,1.1553,
002155.SZ,4335967.7669,4336357.4019,3.3466,24.762
300027.SZ,500092.6806,541028.6542,3.3548,
688215.SH,475852.5796,475852.5796,1.7956,113.1138
603660.SH,781230.5154,787099.5249,6.2541,
301189.SZ,1075489.5604,1114146.963,7.5821,
600778.SH,211626.1198,211814.1194,2.1767,153.8155
688665.SH,517700.0166,517700.0166,0.9485,38.7799
300881.SZ,302014.2813,578710.0,5.8994,23.8624
002120.SZ,2131053.3441,2194695.4038,1.1749,16.4107
688680.SH,490294.064,490294.064,4.7231,
600817.SH,579522.5589,583968.2589,0.9206,19.3071
920810.BJ,69272.375,106449.0,1.0125,
002542.SZ,307784.9747,316070.4292,2.4201,
300608.SZ,438842.3845,505472.2049,22.354,
300889.SZ,331667.5744,499034.5633,3.7227,
603108.SH,772740.2765,772740.2765,2.4527,
920011.BJ,48732.0026,216586.6675,17.0161,23.9482
002850.SZ,3816340.1743,5286128.8036,2.3582,28.7625
002777.SZ,676343.213,682562.2955,7.4871,92.6134
600211.SH,1360831.6455,1360831.6455,1.1027,14.0675
688345.SH,572200.0,578777.439,5.0184,81.2877
002388.SZ,271284.8465,273733.9136,3.1095,
688788.SH,872064.8341,872064.8341,1.4622,
002256.SZ,976958.2591,989752.1706,12.8237,194.3095
002896.SZ,1524229.8285,1524229.8285,6.7654,270.3983
000767.SZ,1368755.8249,1446162.8429,23.5917,72.9193
600123.SH,964972.2138,964972.2138,1.536,
000631.SZ,759000.0281,759000.0281,1.9262,151.812
300602.SZ,1477228.8695,2173841.7782,7.0971,56.5879
002097.SZ,1047958.8212,1049901.0669,2.618,150.2787
603669.SH,315562.2976,315562.2976,1.2401,
300826.SZ,283537.1547,294831.6151,1.4959,205.877
688598.SH,650424.0931,663196.1056,12.059,
688266.SH,2662964.3512,2662964.3512,1.6337,53.4808
603195.SH,7710444.6354,7741468.6417,0.2409,18.6364
603200.SH,1001991.3881,1001991.3881,3.621,122.2027
920237.BJ,170617.3004,173908.7064,2.4155,43.6615
002880.SZ,580834.8,580834.8,0.677,24.8714
603031.SH,1619110.4004,1925306.6425,8.2041,66.7416
002792.SZ,1658042.5577,2570987.2352,16.7115,1510.7822
603040.SH,1022967.8843,1028331.6323,1.8515,38.6349
300617.SZ,895919.0961,1068648.7251,14.3616,135.6186
600863.SH,3178594.364,3815737.3157,1.7934,15.6141
301159.SZ,210469.4547,307079.5,3.4532,135.395
688659.SH,191360.0,191360.0,2.287,
301021.SZ,1076688.8493,1077885.954,12.8114,161.5351
300102.SZ,2772501.1368,2785850.6033,6.3745,239.1645
300088.SZ,1806960.2426,1815852.3119,5.2336,105.6881
002261.SZ,3858937.1545,4242312.8419,7.8819,708.8372
000719.SZ,932672.2651,1430438.8411,0.7012,10.3894
300568.SZ,2001378.5793,2228496.8182,10.7691,1177.0316
603068.SH,563434.5281,563434.5281,3.3805,256.3587
000882.SZ,426693.4255,427026.9037,2.1424,
001238.SZ,469404.4024,501792.96,0.4172,131.333
600493.SH,198560.0,198560.0,2.2003,323.8056
920489.BJ,133711.3147,210147.168,4.8471,
301371.SZ,257093.967,1718943.72,6.2286,33.5179
001278.SZ,195532.5278,283596.9528,3.8009,
300797.SZ,583255.964,589784.1716,0.9372,36.1344
600537.SH,411932.8263,411932.8263,5.6463,
301631.SZ,425419.4469,1248905.992,10.0512,41.0879
301333.SZ,566124.7303,566931.9727,1.1513,42.4188
688368.SH,1662924.038,2737979.0815,7.9158,346.4004
301200.SZ,9286774.2762,10679440.0557,1.8448,103.6424
002372.SZ,1494391.5593,1617510.5958,1.057,21.6664
300002.SZ,1759993.5413,1874716.6943,2.3774,25.5437
002063.SZ,1142629.7566,1237146.5037,3.4253,41.0338
920100.BJ,111902.0491,422041.5774,12.1238,70.769
300311.SZ,292887.9557,367128.4318,2.456,104.8769
003009.SZ,1027484.0834,1027671.9709,3.1289,
002689.SZ,350418.2721,350552.4036,0.9071,33.8425
600578.SH,4264473.5866,4264473.5866,3.2518,11.9527
600540.SH,333128.9981,333128.9981,9.5727,
300741.SZ,977396.2436,977401.56,0.4393,122.7285
002686.SZ,413478.5267,447895.1542,4.6522,238.3408
300810.SZ,365954.3648,378940.5,2.3164,
920876.BJ,87131.1128,142481.063,3.1334,794.0796
600927.SH,2273577.7785,2273577.7785,2.2269,27.1799
688157.SH,534368.5693,534368.5693,1.3906,561.4114
002587.SZ,380356.8799,467315.9674,2.774,373.0209
920199.BJ,122730.9792,220401.6948,2.6245,358.553
603327.SH,1112368.759,1112368.759,2.3486,76.1877
601311.SH,1095718.4742,1095718.4742,2.4741,14.4094
002512.SZ,554887.0535,558925.2324,7.3553,
600966.SH,816811.86,816811.86,0.9879,51.8644
600358.SH,339317.4355,339317.4355,5.6173,
002893.SZ,223867.5943,291058.56,9.0076,44.7879
300648.SZ,654279.3159,859381.5834,4.9614,
002382.SZ,676222.5003,682865.8826,1.99,
002243.SZ,1052420.3615,1058068.0874,1.6022,60.0955
688147.SH,4058196.3048,4058196.3048,2.3176,259.6596
002760.SZ,266840.0925,266840.0925,21.2455,112.1866
002963.SZ,235779.59,288239.9858,4.5886,
688728.SH,3623386.4009,3770850.6672,1.1685,363.8056
301668.SZ,106559.1497,481800.0,10.118,60.3536
300059.SZ,26915586.7164,31892548.0282,2.8973,24.3318
600616.SH,322460.3859,322460.3859,1.5322,7839.4284
300831.SZ,405496.3595,703360.0,17.3835,118.924
920055.BJ,55967.4,248744.0,12.494,16.6361
688126.SH,6820951.6665,8252643.4123,4.7921,
301011.SZ,288297.9952,303612.2704,1.1507,64.4149
000661.SZ,3408312.6505,3479299.1848,1.463,
301157.SZ,182738.943,530760.0,32.0406,171.2027
301279.SZ,351435.7944,453837.1194,2.8516,69.7184
000889.SZ,462757.6177,498106.8737,21.9115,
688679.SH,847291.369,847291.369,3.8563,
920855.BJ,102633.5107,114416.7328,0.2998,42.1119
002324.SZ,1117061.1093,1600651.8609,4.492,52.3054
300004.SZ,772789.6928,772789.6928,13.4306,809.2915
300756.SZ,655482.3965,787202.8891,2.7341,72.5644
300915.SZ,145516.8594,318247.5088,2.3626,
001318.SZ,367458.0,367458.0,0.9035,36.2066
300373.SZ,4553962.224,4564121.4108,6.4431,33.3018
002303.SZ,345176.5373,546682.5555,2.6451,22.5955
603119.SH,1834915.347,3273679.35,8.7723,112.6309
605117.SH,13747289.37,13747289.37,1.4775,37.6316
688162.SH,438722.48,438722.48,1.0142,58.3237
301276.SZ,190352.8768,341366.4,2.9584,30.6927
920204.BJ,81134.9759,153029.0945,2.675,62.5823
600595.SH,3082079.0327,3082079.0327,1.8302,13.9564
603398.SH,617505.5302,617505.5302,4.6068,
002588.SZ,868940.2088,1165714.6838,2.3422,10.7282
002649.SZ,561026.0915,612270.3805,1.9971,138.9306
000672.SZ,1627614.9606,1627614.9606,4.0442,27.6046
688083.SH,955786.95,955786.95,1.5261,314.293
000892.SZ,312768.0398,431631.4081,4.716,
600839.SH,3996554.1744,3997667.4963,1.7192,53.8858
603063.SH,2828463.7145,2828463.7145,11.7494,59.3239
688548.SH,2077083.051,3964792.5556,6.12,123.5066
000659.SZ,527138.0332,527138.0332,3.3332,
300076.SZ,206064.0,206064.0,2.9088,
600658.SH,601798.7542,601798.7542,3.8424,
002697.SZ,570379.4445,677280.0,1.8831,14.5166
002376.SZ,562800.3846,579552.2168,1.513,72.6365
300661.SZ,6334135.5644,6563014.2989,6.9071,107.4169
002515.SZ,782312.736,859536.0564,6.6065,619.8342
002906.SZ,1611085.2424,1612026.3749,1.0346,20.3569
600939.SH,565035.0584,565035.0584,0.6105,
603103.SH,1273473.6,1273473.6,0.7811,
301048.SZ,582400.0728,582400.0728,0.8943,27.2015
002614.SZ,243578.7553,344304.0406,2.1032,
002816.SZ,251800.0,251800.0,3.8446,243.7688
000713.SZ,384987.3925,500483.6102,1.106,83.6113
600420.SH,1260702.3305,1260702.3305,0.6029,17.5442
301286.SZ,1070572.6439,2655863.8,4.8499,111.6158
600423.SH,230024.1675,230024.1675,2.278,
600491.SH,223344.6614,223344.6614,6.0838,
300746.SZ,297762.5394,300683.4529,3.556,43.2134
688282.SH,827200.0,827200.0,3.1376,
920200.BJ,159361.02,668264.8,41.4765,45.925
601133.SH,1343478.8381,1352783.2023,2.7645,70.4397
301033.SZ,323526.3678,384931.8684,2.49,35.0954
002278.SZ,342402.6785,399887.8335,3.7088,113.3502
301128.SZ,1814843.7571,2063136.1302,5.9575,142.8937
300869.SZ,333871.3509,507879.4053,1.3703,
601633.SH,11890701.2374,16388325.5809,0.2723,18.0895
603922.SH,301235.2,301235.2,5.3898,
600789.SH,738706.4375,859145.9975,1.7474,98.7972
600916.SH,1461600.0,1461600.0,1.83,47.981
003016.SZ,334458.6334,342304.5922,0.9919,114.8624
605189.SH,357102.9422,357102.9422,10.4575,24.5962
301421.SZ,479570.6707,1198375.608,14.5862,338.0225
300213.SZ,463866.3691,499266.3144,1.8671,
001285.SZ,213832.8558,928458.1822,5.6694,26.5092
002491.SZ,2899995.767,3031936.4425,19.5286,
688234.SH,7262116.6436,8190053.3936,7.4472,
301255.SZ,114354.24,457416.96,5.4217,115.0767
002766.SZ,404375.7883,407798.6657,2.0643,
002115.SZ,1076391.8063,1160528.5961,14.2197,1633.0557
300904.SZ,131635.5932,433430.7932,5.3295,
688700.SH,1999885.9147,1999885.9147,5.0102,134.9024
002408.SZ,1617644.9325,1671597.4505,1.507,
301488.SZ,317235.1474,1246600.0,6.4063,172.7581
603208.SH,246230.8044,246230.8044,1.5701,
600734.SH,498728.3613,498831.4113,6.5707,
301618.SZ,173662.2758,472550.6747,3.3757,154.122
603607.SH,410588.64,410588.64,1.9115,38.3573
300144.SZ,1870112.3882,1889769.8448,1.3672,24.1395
000402.SZ,908550.7999,908634.6917,2.8616,
605162.SH,477426.251,477426.251,5.816,39.8472
301322.SZ,407941.7632,604860.9227,4.8026,466.6677
603392.SH,5061364.3944,5061364.3944,0.6524,
600362.SH,10044197.4402,16759610.3202,3.4038,20.9618
603041.SH,254758.4396,254758.4396,1.4558,43.3128
002835.SZ,192076.2701,331216.3419,2.6319,28.7895
920770.BJ,126362.1334,200793.946,5.5403,46.39
688080.SH,333883.2464,333883.2464,2.5709,24.5418
688077.SH,355455.7549,355455.7549,2.2678,57.1039
688178.SH,313217.0551,313217.0551,2.8894,
688396.SH,8378352.9694,8378352.9694,2.761,92.3408
002531.SZ,2085178.4439,2096957.3939,3.6159,
603533.SH,1077491.7299,1077491.7299,6.6779,
300298.SZ,759337.8035,943490.2898,1.3518,79.8083
001220.SZ,86071.1229,351348.03,6.0566,28.4662
600452.SH,2043600.3998,2043600.3998,8.5903,47.3349
688516.SH,2796961.4298,2802023.6329,5.1619,72.1464
920821.BJ,171205.5417,325150.4627,4.4946,412.3851
600206.SH,2733520.709,2733520.709,15.2624,95.6861
000559.SZ,5481932.9797,5483602.8664,2.8746,55.4385
002981.SZ,302960.9671,348802.2738,2.7002,70.4958
301053.SZ,470646.0799,506816.4332,12.8322,240.7736
603093.SH,1579460.597,1858189.748,7.2703,30.6993
600269.SH,1025243.6791,1025243.6791,0.4942,9.1012
300875.SZ,334574.0506,380470.2361,4.743,
300557.SZ,453075.9989,458693.597,3.7151,97.2797
300691.SZ,380993.9951,464378.1701,3.5251,158.0307
300563.SZ,413013.8908,587026.0233,3.3899,77.8889
301357.SZ,1003122.4,1003122.4,3.2477,466.7808
300399.SZ,443963.8891,444007.2,2.1103,
920076.BJ,58668.0108,186504.9149,7.3851,22.9438
688201.SH,269252.3702,282266.8962,1.7467,90.7822
603387.SH,489910.2974,489910.2974,2.5777,21.0572
300767.SZ,552230.9904,636021.9465,5.0862,
300758.SZ,519827.0397,576722.0882,9.1847,124.8805
000528.SZ,1924178.6327,1926856.3794,2.6436,12.3668
300133.SZ,1679753.4523,1892047.523,12.7071,104.949
300956.SZ,328937.0949,336713.4326,1.4837,785.5519
600348.SH,3394657.5,3394657.5,1.0519,21.354
002471.SZ,1107478.9795,1129227.0,9.1527,
300193.SZ,368631.4161,418623.5786,2.4828,23.699
300783.SZ,544308.4208,780074.9888,4.016,41.1298
300700.SZ,530666.8944,778573.5219,4.6245,
600873.SH,2565881.1098,2565881.1098,1.3815,10.7806
002932.SZ,262395.6866,390867.7287,1.6972,
002597.SZ,1372737.302,1375334.1048,2.4987,68.4056
920751.BJ,204760.4631,213912.7,1.4228,45.1142
601869.SH,16444511.5676,33505319.7208,3.4954,289.5448
920091.BJ,74183.0232,314455.9632,8.082,92.1107
600777.SH,3800592.9774,4059896.0075,0.2808,53.4552
600759.SH,1354985.2501,1356726.0346,0.1015,63.8385
603059.SH,312194.5596,312194.5596,2.0464,25.5931
600096.SH,5895552.0241,5895552.0241,2.271,11.1416
601811.SH,1057191.7065,1647177.735,0.3958,10.5199
300534.SZ,270638.1332,271797.12,1.6991,55.0507
300525.SZ,611502.2592,744042.8619,2.4695,42.5621
300763.SZ,3146470.8823,3894621.9556,3.8912,63.8804
000088.SZ,1464416.0837,2407360.7892,1.2935,16.3187
300548.SZ,7189512.8074,7784700.2649,5.2803,207.4723
001336.SZ,146933.9915,239432.6565,4.5098,52.9347
002072.SZ,262417.7052,262523.52,2.1067,
000155.SZ,2907715.1387,2907715.1387,2.9347,54.6093
600327.SH,340640.1144,340640.1144,1.2448,
300780.SZ,359698.3433,490611.15,15.5219,
300365.SZ,308569.9441,361712.8478,4.2032,
300948.SZ,332677.78,352925.4193,4.4086,
920454.BJ,71876.53,153446.0,1.5771,54.3011
605299.SH,965774.5943,965774.5943,7.7457,91.3184
300663.SZ,408175.5385,424864.8761,7.0326,
688597.SH,297413.3443,297413.3443,2.5339,63.1292
301489.SZ,1141463.635,1936477.7307,11.2725,280.3964
920022.BJ,43963.29,159609.366,3.966,24.0329
600035.SH,616674.3901,616674.3901,0.454,12.2735
300293.SZ,668076.8212,668076.8212,4.2767,
002970.SZ,940280.9462,1372555.5457,5.2216,42.1794
600183.SH,22345488.4086,22668540.6544,3.9031,57.7036
688216.SH,376772.3279,406320.5097,5.1002,
600470.SH,328608.0,328608.0,4.8227,
603248.SH,199124.5214,1321580.0,10.626,67.52
301368.SZ,331828.452,621517.5,3.7652,
600847.SH,234376.4346,234376.4346,4.4375,
300414.SZ,422338.151,439148.2207,3.6042,192.9687
000415.SZ,2389060.8834,2739742.9279,1.1785,
000429.SZ,1700845.5273,2728501.9944,0.5406,17.0987
601952.SH,1273272.0,1273272.0,0.9348,24.7448
300192.SZ,617460.913,626030.6118,3.8191,56.8057
300693.SZ,1717970.8298,1998765.309,11.4988,40.9244
301292.SZ,687439.7364,1800412.682,12.1332,563.508
688110.SH,7057863.8879,7057863.8879,3.8886,25827.4306
002005.SZ,504568.5863,504698.3591,0.8807,118.5928
002151.SZ,1821741.3708,2233535.4961,5.1285,
300393.SZ,1155689.2055,1317359.4758,5.6047,
300675.SZ,238920.0543,238920.0543,1.9369,
002859.SZ,2183738.7989,2319998.9358,4.4349,99.2103
000557.SZ,664809.7863,665018.8792,0.478,23.8509
688500.SH,405143.7187,416089.6195,12.2305,
002255.SZ,705597.3008,918954.4468,4.2884,20.5767
002059.SZ,455150.3249,468757.3184,0.7522,
600708.SH,836704.4419,837967.4154,1.5434,
003012.SZ,623982.5504,636339.6369,0.9873,19.1433
002941.SZ,969839.3076,969839.3076,1.8691,20.9035
000063.SZ,15127745.3474,17966957.0356,4.0669,40.1495
600918.SH,2324101.6128,4687657.8696,0.6252,30.5614
600520.SH,487172.25,487172.25,5.3436,363.6008
600483.SH,2916364.5522,2916364.5522,1.7333,10.2144
688480.SH,943729.1721,943729.1721,3.0079,78.2882
920701.BJ,155722.051,213208.8,1.5372,33.1743
301533.SZ,90684.6363,313500.0663,4.1436,110.0974
600528.SH,1726145.5839,1726145.5839,0.7739,12.619
600903.SH,882057.2159,882057.2159,8.3521,114.5698
301298.SZ,176338.6845,239284.0,2.3195,48.4414
605056.SH,963302.9616,977630.9616,1.8642,37.0286
001337.SZ,2389380.0,2389380.0,3.2873,37.6012
300284.SZ,779692.8696,835991.9864,0.9515,388.4817
603677.SH,298338.7399,298338.7399,0.9369,72.0402
002567.SZ,597004.8976,597582.4309,2.3195,
601618.SH,5195112.1785,6030573.1785,0.7117,44.7613
002203.SZ,4802558.695,4975400.6999,2.3637,48.1058
300398.SZ,2205782.1428,2217894.5124,13.1855,55.1909
301020.SZ,345943.2,345943.2,1.5354,37.7288
002331.SZ,382393.1721,413865.0695,7.1768,
688318.SH,2958179.9016,2958179.9016,1.4324,97.4857
603869.SH,539081.1975,539081.1975,0.187,155.1536
000807.SZ,10951694.837,10951809.485,2.1157,12.617
603135.SH,793847.5189,799798.1779,1.1444,
600438.SH,7626371.7461,7626371.7461,1.9411,
603012.SH,612235.5,612235.5,4.2683,66.7956
002488.SZ,1115141.8068,1206472.1468,2.7879,211.5466
002345.SZ,861158.7594,882293.1181,1.5667,15.4335
300087.SZ,750710.1888,788180.0168,1.4534,
688620.SH,316185.5057,533512.0,4.9354,
688683.SH,685420.9124,711568.9826,1.2005,158.3581
600800.SH,510475.8994,510620.7994,5.1954,
600716.SH,384720.9025,384720.9025,1.4883,
002701.SZ,1345194.181,1346434.0067,0.7809,15.6701
300979.SZ,4482417.6164,4482447.0,0.2891,15.8458
600489.SH,12612707.2915,12612707.2915,1.1002,20.0979
920014.BJ,79115.8116,143790.9567,2.7214,153.2192
003027.SZ,272743.3778,340011.0432,4.4557,48.07
600377.SH,4703300.3722,6231693.6575,0.1695,13.1223
603163.SH,1067900.0,1067900.0,3.9472,65.0007
000739.SZ,2004512.5491,2005265.8301,1.6252,22.502
002314.SZ,315844.4732,639036.6731,1.9904,
301353.SZ,94974.2408,292481.9408,4.5705,41.967
600744.SH,1773171.4912,1773171.4912,13.5824,122.8558
002276.SZ,1335402.1966,1340686.0414,2.313,40.81
688352.SH,546992.2789,1777610.7456,16.3926,
605077.SH,560831.5565,567612.753,8.8729,40.1329
002517.SZ,3334237.9778,3770822.308,2.9602,17.4087
301220.SZ,315246.4254,457060.2145,2.7614,92.8091
301212.SZ,326250.0,375840.0,4.1502,428.6241
300042.SZ,1341955.2404,1342078.8,19.6467,110.2349
688450.SH,230805.9798,311322.0,4.0053,
601136.SH,4482667.432,4482667.432,0.3988,40.6774
002773.SZ,1543854.2594,2071129.5046,1.2293,19.3486
600329.SH,2471942.5028,3356841.2978,0.8584,15.3943
920541.BJ,116896.1718,177436.6,4.969,24.0406
600336.SH,637613.8004,637613.8004,1.4209,
603150.SH,621461.41,621461.41,2.5575,61.7702
920547.BJ,84489.216,174021.12,1.191,27.3226
601199.SH,577959.9605,577959.9605,1.9419,16.0226
600936.SH,895670.0641,895670.0641,9.4876,
301629.SZ,775520.5816,1685781.8696,11.9401,545.1258
003004.SZ,275653.7759,328269.0862,2.7052,
600161.SH,2780184.2531,2780184.2531,0.4804,28.5863
002185.SZ,4657575.2767,4658675.9477,6.3887,57.104
601366.SH,375258.7752,375258.7752,0.9211,
600588.SH,4042307.9348,4042307.9348,2.7521,
002855.SZ,304336.8588,304574.727,1.217,
002865.SZ,2241542.374,3121375.9695,15.2795,
002012.SZ,327805.4545,327805.4545,2.8331,106.5308
000785.SZ,1433707.0249,1538081.0571,1.009,
001328.SZ,501969.2576,534427.4752,0.7329,28.1701
603823.SH,871873.9722,871873.9722,4.5658,53.1364
002371.SZ,40876854.2202,40909552.847,1.4181,73.3669
601669.SH,7620699.5706,10042850.8917,3.446,10.7726
920212.BJ,62954.7609,129442.0,1.1319,385.0596
301310.SZ,187107.3048,584453.0032,26.1284,43.2272
002225.SZ,417393.7205,510065.2247,4.6315,100.758
002644.SZ,403419.03,403419.03,1.3906,76.8611
301296.SZ,320333.823,320341.1355,0.6648,87.5332
002998.SZ,255883.7519,335653.8094,4.5057,48.9507
603227.SH,918440.6345,918440.6345,1.3349,18.9685
603368.SH,656590.3698,656590.3698,1.0983,9.9981
002292.SZ,791901.6129,1150428.3643,3.764,148.4593
000736.SZ,408662.8253,408662.8253,1.2631,
002480.SZ,485909.6767,486883.7681,2.013,
603088.SH,518002.3867,594324.9638,6.0664,64.768
002995.SZ,247992.3608,391464.5829,5.8191,
300776.SZ,2401930.6345,3915558.7439,11.8414,75.3346
600293.SH,372406.5598,372406.5598,2.4098,
301049.SZ,109035.91,239968.9884,4.1201,
300228.SZ,551638.2964,589659.0169,7.7021,23.791
002791.SZ,399052.4255,648671.2288,2.7791,
688388.SH,2118883.1235,2118883.1235,9.189,138.4139
300554.SZ,215612.8228,311340.7589,5.294,
605133.SH,1114366.5424,1116938.1504,4.0837,59.646
300091.SZ,493897.3884,858297.6102,1.1238,
601033.SH,363360.0,1362600.0,2.2848,15.1183
301038.SZ,456198.6,456198.6,2.3308,95.6369
300685.SZ,775247.48,776309.2863,2.2828,21.8101
600621.SH,1525573.1819,1525573.1819,2.1048,23.3418
688090.SH,1048466.7084,1048466.7084,6.6968,349.1767
301636.SZ,99280.6653,397321.7269,14.7953,6828.9921
300404.SZ,303995.4243,410944.1365,3.5236,95.4475
601155.SH,3455614.2154,3455614.2154,0.8057,50.2756
603366.SH,693530.0302,693530.0302,1.896,38.1577
300480.SZ,1064978.2571,1459417.4892,13.0416,270.4489
603616.SH,254017.673,258661.198,11.6429,
688789.SH,1061708.4702,1061708.4702,1.2192,23.0048
301259.SZ,403765.5735,685620.0,4.5225,219.465
300452.SZ,273712.2723,323077.8104,2.6669,18.3114
000571.SZ,455835.604,469912.24,5.3705,
600581.SH,407750.8334,407750.8334,1.3828,
000721.SZ,358652.2156,401740.0156,1.8085,
002165.SZ,683201.56,690418.3769,17.9172,
300842.SZ,1205348.6424,1356186.4009,8.1936,
002263.SZ,756973.0753,756979.1203,5.6793,417.6595
603885.SH,2491950.0108,2491950.0108,0.7656,21.9523
603511.SH,569474.3211,572539.7172,0.4701,35.7251
300676.SZ,1699546.4803,1708825.2514,2.0957,
000607.SZ,349588.2104,401990.872,1.3424,
002870.SZ,549806.7334,559736.5454,5.4363,90.5403
600501.SH,985706.9568,985706.9568,2.3316,
300579.SZ,679314.3116,704160.0,1.6056,
920121.BJ,44500.8893,247227.1408,3.5285,21.7458
688584.SH,901506.404,1757306.9944,4.7025,148.0552
300080.SZ,937286.2428,938563.5984,7.4073,
002990.SZ,957986.8458,1817515.6899,16.9108,308.7432
688593.SH,1258781.4014,1792624.2362,4.0305,1460.845
300326.SZ,498835.4684,499040.8267,1.2657,27.8457
002656.SZ,228687.3534,240831.7073,2.1712,
002589.SZ,416505.4221,458936.6937,3.1129,373.9616
002945.SZ,4179600.0,4179600.0,0.4726,84.1033
603177.SH,237679.488,237679.488,1.9327,
002967.SZ,1223051.6544,1424320.6927,3.7901,32.6197
688709.SH,908050.8978,2607888.5715,6.5967,403.5619
688367.SH,337617.5838,337617.5838,4.3163,415.78
600017.SH,891939.6275,891939.6275,1.6754,20.3388
688570.SH,320881.0,738265.0,0.4426,130.8662
300570.SZ,3373944.5689,3987212.1502,18.0909,139.7194
601038.SH,982680.1843,1509055.6043,0.6887,17.8593
600313.SH,754292.4681,809477.6564,5.5291,158.9184
301081.SZ,369730.9738,385344.699,3.7513,476.4743
688608.SH,3164357.0811,3164357.0811,4.7801,64.2481
601519.SH,2164206.08,2164206.08,1.7797,
002094.SZ,403915.3262,404175.0662,2.3469,199.6989
301535.SZ,317688.5368,795725.2948,1.8891,89.4803
603067.SH,2955615.3804,2955615.3804,3.5657,44.5611
601677.SH,2143691.6635,2188601.5835,2.3016,9.8481
001289.SZ,8929265.4044,14805234.4264,0.2243,34.8492
000685.SZ,1419485.1663,1669826.0493,1.4187,7.7376
002986.SZ,416837.5074,524947.6424,2.5291,
301325.SZ,624206.3591,624206.3591,1.3829,
300268.SZ,194945.535,253983.6,5.1787,
600202.SH,246488.0521,246488.0521,2.9234,
600675.SH,1547810.6447,1547810.6447,0.4144,
603018.SH,509428.3202,509428.3202,0.9946,17.9076
301187.SZ,538927.7278,538929.4719,2.5202,99.642
002795.SZ,420092.7917,427111.7419,4.6087,
300575.SZ,234069.7115,325785.8092,4.4545,
300247.SZ,358950.0799,359406.0199,2.6657,53.2026
603038.SH,435256.9117,435256.9117,1.3905,52.2878
002030.SZ,888381.3383,888381.3383,9.9738,
600157.SH,3883562.0178,3883562.0178,5.3294,177.0148
001208.SZ,615155.958,1232016.3338,9.087,113.5731
002772.SZ,581955.8661,586846.8067,2.1194,13.0566
603212.SH,655360.9727,655360.9727,6.6731,
603686.SH,767299.9562,767299.9562,7.0196,48.8812
603879.SH,209857.153,209857.153,2.1371,
